orig_url,clean_url,status,original_post_text
https://www.factcrescendo.com/this-viral-video-of-policeman-being-thrashed-is-not-from-kanpu/amp/,https://www.factcrescendo.com/this-viral-video-of-policeman-being-thrashed-is-not-from-kanpu/,503,
https://www.factcrescendo.com/video-of-a-bus-driver-reciting-namaz-while-passengers-waiting-out-passed-off-with-a-communal-claim/amp/,https://www.factcrescendo.com/video-of-a-bus-driver-reciting-namaz-while-passengers-waiting-out-passed-off-with-a-communal-claim/,503,
https://www.factcrescendo.com/the-first-session-was-not-held-in-the-newly-constructed-parliament-house-the-viral-video-is-of-the-inauguration-of-the-parliament-house/,https://www.factcrescendo.com/the-first-session-was-not-held-in-the-newly-constructed-parliament-house-the-viral-video-is-of-the-inauguration-of-the-parliament-house/,503,
https://www.factcrescendo.com/clipped-video-of-collector-office-inauguration-in-telangana-viral-with-communal-angle/,https://www.factcrescendo.com/clipped-video-of-collector-office-inauguration-in-telangana-viral-with-communal-angle/,503,
https://www.factcrescendo.com/false-news-about-people-disrespecting-national-anthem-viral-with-a-false-claim/,https://www.factcrescendo.com/false-news-about-people-disrespecting-national-anthem-viral-with-a-false-claim/,503,
https://www.factcrescendo.com/old-video-of-mukhtar-abbas-naqvi-talking-about-passenger-safety-in-railways-viral-as-recent/,https://www.factcrescendo.com/old-video-of-mukhtar-abbas-naqvi-talking-about-passenger-safety-in-railways-viral-as-recent/,503,
https://www.factcrescendo.com/clipped-video-of-draupadi-murmu-linked-to-woman-wrestlers-protest/amp/,https://www.factcrescendo.com/clipped-video-of-draupadi-murmu-linked-to-woman-wrestlers-protest/,503,
https://www.factcrescendo.com/old-video-of-d-k-shivkumar-tearing-textbook-viral-as-recent/,https://www.factcrescendo.com/old-video-of-d-k-shivkumar-tearing-textbook-viral-as-recent/,503,
https://www.factcrescendo.com/video-showing-amul-lassi-packets-with-fungus-in-it-viral-with-a-misleading-claim/,https://www.factcrescendo.com/video-showing-amul-lassi-packets-with-fungus-in-it-viral-with-a-misleading-claim/,200,Issued in Public Interest by #Amul #AmulLassi pic.twitter.com/SyZKvrBYDr
https://www.factcrescendo.com/scripted-video-showing-a-hindu-man-marrying-his-own-sister-viral-on-the-internet/,https://www.factcrescendo.com/scripted-video-showing-a-hindu-man-marrying-his-own-sister-viral-on-the-internet/,200,These are scripted videos. The same “Pandit” appears in at least 3 other videos and makes derogatory comments. They were first uploaded by one Vikram Mishra. https://t.co/hFN42n1VQ7 pic.twitter.com/47DUhXw4rx
https://www.factcrescendo.com/siddaramaiahs-old-dance-video-viral-as-victory-dance-in-karnataka/amp/,https://www.factcrescendo.com/siddaramaiahs-old-dance-video-viral-as-victory-dance-in-karnataka/,200,
https://www.factcrescendo.com/did-congress-leader-digvijaya-singh-say-that-there-is-nothing-wrong-in-eating-beef/amp/,https://www.factcrescendo.com/did-congress-leader-digvijaya-singh-say-that-there-is-nothing-wrong-in-eating-beef/,200,
https://www.factcrescendo.com/video-of-a-muslim-man-talking-against-hindus-is-from-bangladesh/amp/,https://www.factcrescendo.com/video-of-a-muslim-man-talking-against-hindus-is-from-bangladesh/,200,"Friendly message from Bangladesh: -Corona pandemic and the many deaths and cremations in India is because of 'blasphemy' by Narsinghanand -Hindus, do tauba otherwise your dead bodies won't be cremated but eaten by cheel-kawwe -Ae pandit Narsinghanand, accept our Islam pic.twitter.com/CWwa75pLab"
https://www.factcrescendo.com/old-video-of-sidhu-moosewalas-last-ardaas-linked-to-recent-protests-at-jantar-mantar/amp/,https://www.factcrescendo.com/old-video-of-sidhu-moosewalas-last-ardaas-linked-to-recent-protests-at-jantar-mantar/,200,
https://www.factcrescendo.com/clipped-video-shared-as-pm-modi-admitting-that-bjp-means-more-riots-and-violence/,https://www.factcrescendo.com/clipped-video-shared-as-pm-modi-admitting-that-bjp-means-more-riots-and-violence/,200,
